name,artist,uri,url,genre,danceability,energy,valence,acousticness
Born Again - Radio Edit,Starsailor,spotify:track:4nUoZY4N784SKxNQUds1H9,https://p.scdn.co/mp3-preview/3eca82d656ae00f0fffa7dbb04d876a69f9521a8?cid=044f973e13634ba3becdcb523d0f964f,lancashire indie,0.373,0.674,0.375,0.014
Watermelon Man (Under The Sun),Poppy Ajudha,spotify:track:0bT4oTSXHFA6GYB8jyaXJ4,,uk pop,0.594,0.59,0.33,0.515
The Jump Off,Lil' Kim,spotify:track:76180JOGVbKZuHkPDzh56x,https://p.scdn.co/mp3-preview/d50dd8f1c5dc4fb8c7de5c6e5b2a1c35333d3858?cid=044f973e13634ba3becdcb523d0f964f,hip hop,0.613,0.746,0.899,0.227
Kapitel 02 - und Piraten-Lilly (Folge 101),Bibi Blocksberg,spotify:track:1vIcWEEsHgDg2JolGADRgu,https://p.scdn.co/mp3-preview/b1054e4e5fca0520f53884ae43b6d6155c00ebbb?cid=044f973e13634ba3becdcb523d0f964f,hoerspiel,0.731,0.381,0.663,0.747
Another Day,Alex Mine,spotify:track:4t4on23nq6aF9dNQNJh2Xt,https://p.scdn.co/mp3-preview/7c85e0157ca6479f20055ecc69bd5461167c540b?cid=044f973e13634ba3becdcb523d0f964f,italian electronica,0.801,0.838,0.0399,0.00571
Sakrament warum steig agrat oi wei i in Hundsdreck eini Blues,Hans Söllner,spotify:track:2jJx8oTh1A2J6VneGJVS69,https://p.scdn.co/mp3-preview/7890b217740c228495d7c46eb42833875f0f3561?cid=044f973e13634ba3becdcb523d0f964f,german oi,0.714,0.37,0.551,0.906
"Mass in E-Flat Major (Cantus missae), Op.109: IV. Sanctus",Josef Rheinberger,spotify:track:4pvfPpK9tvg75xBs3yg9kO,,liechtenstein,0.165,0.075,0.0351,0.991
"Bier, patat en rock ‘n roll",Mooi Wark,spotify:track:7GK0gabxn543VEtV8x0hLw,https://p.scdn.co/mp3-preview/c34290ff8826545793d7a1580dd4bc43023d0c21?cid=044f973e13634ba3becdcb523d0f964f,streektaal,0.551,0.853,0.553,0.00857
Waking Up,Culture Code,spotify:track:5BQBWUflEo5LnxSxtp6BjT,https://p.scdn.co/mp3-preview/adae17171d21e91c5e4913ebbc4bb9dcc11c6fac?cid=044f973e13634ba3becdcb523d0f964f,filthstep,0.728,0.679,0.391,0.000175
Bells & Whistles,Orion,spotify:track:6HzySByPUyPklflpesEsrU,https://p.scdn.co/mp3-preview/b8ae2d087dba700520936e2d2a7e84d0c64c189c?cid=044f973e13634ba3becdcb523d0f964f,finnish techno,0.748,0.881,0.0366,0.0696
Ferhat & Aylin - Instrumental,Hayat,spotify:track:695YOFUcAA5DpOYZAZpJ5M,https://p.scdn.co/mp3-preview/1a9eb7bce0db9faf56ad2bc53e4e5254d2429c46?cid=044f973e13634ba3becdcb523d0f964f,turkish instrumental,0.594,0.624,0.334,0.162
Usmivkata,Tramvaj N 5,spotify:track:2uqvxCDWcwydtAI3qIFqUi,https://p.scdn.co/mp3-preview/424f8430a9cd466b267e0d40fd2ce417620ac7be?cid=044f973e13634ba3becdcb523d0f964f,classic bulgarian pop,0.698,0.606,0.864,0.614
Oslo Skyline,Jaga Jazzist,spotify:track:2UkdHRPNX37QW0IRr6CM3E,https://p.scdn.co/mp3-preview/61f205845b6392861424b176d90e47d8c29a4d28?cid=044f973e13634ba3becdcb523d0f964f,norwegian jazz,0.275,0.657,0.25,0.0378
"3 Polonaises, Op. 71: Polonaise in D Minor",Frédéric Chopin,spotify:track:15HfBJVCXXq6O6rl4QMhsL,https://p.scdn.co/mp3-preview/4e5a2d9b856d36c9af4d68e79325bbf4f5bac3bc?cid=044f973e13634ba3becdcb523d0f964f,polish early music,0.394,0.155,0.162,0.988
"Magia nera (from ""Una lucertola con la pelle di donna"")",Ennio Morricone,spotify:track:2afUONQbOe2RNSNzO85JP2,https://p.scdn.co/mp3-preview/3c1f5aed04ef8aaf3c3b17a8261f304348799a31?cid=044f973e13634ba3becdcb523d0f964f,italian experimental,0.172,0.0473,0.0249,0.948
Introduction and demonstration of electric dulcimer,Kevin Roth,spotify:track:4HOKKGkivFBlGPv9jSXy34,https://p.scdn.co/mp3-preview/508ffe3a79324cc9cdb9c909bb7f1f610deee330?cid=044f973e13634ba3becdcb523d0f964f,mountain dulcimer,0.466,0.193,0.101,0.99
A Rã,Trio Corrente,spotify:track:6SXHlRscXts8YhF32FGt72,https://p.scdn.co/mp3-preview/760b2765ffce1c6428665c85d3403866fe6bfa51?cid=044f973e13634ba3becdcb523d0f964f,piano mpb,0.469,0.486,0.778,0.874
Dazed & Confused,The Moleskins,spotify:track:0zVObQaa58EsBZxEBN2Tlo,https://p.scdn.co/mp3-preview/9fe3aa69b33f691f57618b93b05d498b89fdca92?cid=044f973e13634ba3becdcb523d0f964f,lounge house,0.466,0.324,0.328,0.499
Think Again,Hekima and the Bongo Flava,spotify:track:34sdhyqj1kbXJfFzP214Lh,https://p.scdn.co/mp3-preview/a3ea56ea7f471ac2ef1a54615ef85abb980e5012?cid=044f973e13634ba3becdcb523d0f964f,bongo flava,0.604,0.757,0.742,0.0958
"The Messiah, HWV 56, Pt. 2: No. 36, Thou Art Gone up On High (Countertenor)",George Frideric Handel,spotify:track:1ahCF9aUt02akQ69dFKROp,https://p.scdn.co/mp3-preview/cd71ab361365e07a0218e85f44f07582c0867256?cid=044f973e13634ba3becdcb523d0f964f,classical countertenor,0.339,0.0692,0.41,0.943
Song and Dance,Freedom,spotify:track:6LvsRF4CXtQoLlPubJWg6x,https://p.scdn.co/mp3-preview/25c3dbc73c30c3346ced187b3b75da34dc996984?cid=044f973e13634ba3becdcb523d0f964f,metallic hardcore,0.155,0.975,0.288,0.00184
Enlace de Blues: Antigua Soñada / Muñequita Linda / Oasis / Una Casita en el Cielo,Marimba Flor del Manzano,spotify:track:2iRndcaYfllruoWxZIJsD7,https://p.scdn.co/mp3-preview/b8a6f40877602406be3146100bcd3b01aa0a0b49?cid=044f973e13634ba3becdcb523d0f964f,musica antigua,0.628,0.409,0.39,0.397
Mass A 5: Kyrie,Oxford Camerata,spotify:track:4Up55pAmvzBvTwaoqKYp2w,https://p.scdn.co/mp3-preview/9fe56da882da92b7a0aefc7dd7d1bc709da8beb8?cid=044f973e13634ba3becdcb523d0f964f,polyphony,0.204,0.0995,0.0423,0.993
Get Up - Original Mix,Jazzotron,spotify:track:0HUrmJ1I5cOylFMRI8uqHx,https://p.scdn.co/mp3-preview/03b28bf1bf2fba040c4636a8ed6bda7c66c2b90a?cid=044f973e13634ba3becdcb523d0f964f,electro swing,0.958,0.753,0.933,0.156
E Gjalle,Arilena Ara,spotify:track:5q3txOCmkEcTNgvFHBCfbI,https://p.scdn.co/mp3-preview/9395fc5231c6a3d4b7e71c401669e9573e59edac?cid=044f973e13634ba3becdcb523d0f964f,albanian pop,0.725,0.743,0.392,0.409
Wer ist hier versaut?,Dr. Eckart von Hirschhausen,spotify:track:2zISerXl3EKwwuiMsVTALA,https://p.scdn.co/mp3-preview/34ea6bb3bac10873d6ab953f4436f3421495711a?cid=044f973e13634ba3becdcb523d0f964f,reading,0.656,0.308,0.488,0.733
She Make It Clap,Soulja Boy,spotify:track:0kswxxNV4DLBqJeMIqFh5n,,southern soul,0.941,0.471,0.487,0.0308
"Twist It, Shake It. Rock & Roll",Trudy and the Romance,spotify:track:4yedP4mfgP5Te1ehqicPTU,https://p.scdn.co/mp3-preview/d55ee3afaf59624b0b74d76ed09f9e4ed5831c59?cid=044f973e13634ba3becdcb523d0f964f,garage rock,0.551,0.779,0.549,0.413
I Got a Rocket in My Pocket,Jimmy Lloyd,spotify:track:5xGzhXdSloaiZIP49w3HWo,https://p.scdn.co/mp3-preview/ccd729db6a6626bb01a593ce2bab722439edd74f?cid=044f973e13634ba3becdcb523d0f964f,traditional rockabilly,0.733,0.837,0.98,0.75
Olympiade Marsch,da Blechhauf´n,spotify:track:0CGuamCdnVBTWCUdfHBN5D,https://p.scdn.co/mp3-preview/a1ffac14f92eed517812c1aadeca0475086d58b3?cid=044f973e13634ba3becdcb523d0f964f,blasmusik,0.762,0.222,0.902,0.783
Ya Ilahi Har Jaga Ata Ka Saath Ho,Alhajj Muhammad Owais Raza Qadri,spotify:track:1DYU00wU1sTP68v7lakqFc,https://p.scdn.co/mp3-preview/97bb0c035ff2b1bcf2144ea6991d90dbecf8e147?cid=044f973e13634ba3becdcb523d0f964f,naat,0.448,0.551,0.309,0.777
You're Moving Out Today,Carole Bayer Sager,spotify:track:2ZPnlLvY7B5cirWGhud2Uz,https://p.scdn.co/mp3-preview/74c7a7dea711d44675001bc8c41e2b05c8ced801?cid=044f973e13634ba3becdcb523d0f964f,deep soft rock,0.638,0.557,0.915,0.729
Professor Umbridge,Nicholas Hooper,spotify:track:5XbDL9Otyn3C9vAY3awneT,https://p.scdn.co/mp3-preview/3d800837bcc47cc28fb37de4473dc13aab68c148?cid=044f973e13634ba3becdcb523d0f964f,british soundtrack,0.479,0.267,0.108,0.699
Vigilante medio argentino - En directo 2005,Andrés Calamaro,spotify:track:07BPwfJ8mVpSOK0UbZKOvz,https://p.scdn.co/mp3-preview/7004ddb0141e13c1afc3d0312bd5907561bd1a74?cid=044f973e13634ba3becdcb523d0f964f,pop argentino,0.539,0.927,0.548,0.468
Up All Night - Radio Edit,Agoria,spotify:track:60OOnXwxebQ4nysceVgQZX,https://p.scdn.co/mp3-preview/8f39f9a99928eff18688d632962eeb471584bc92?cid=044f973e13634ba3becdcb523d0f964f,microhouse,0.562,0.719,0.226,0.0603
I Love Norwegian Country,Bjøro Håland,spotify:track:7D8eBnVVnz0vZHrFbeiSyI,https://p.scdn.co/mp3-preview/2b112269995a5bea030f15ea7a98e8b52b79790f?cid=044f973e13634ba3becdcb523d0f964f,norwegian country,0.583,0.395,0.537,0.706
Morreu uma Bichinha (Ao Vivo),Costinha,spotify:track:7dpZdOauEbKTGgO9bGqNqu,https://p.scdn.co/mp3-preview/6c2073301543b24c81bc3fb5546fcf19962eaf19?cid=044f973e13634ba3becdcb523d0f964f,piada,0.654,0.417,0.565,0.968
Twist and Shout,Barbara Lewis,spotify:track:3n82huaR1Ljex1xE3OD2cc,https://p.scdn.co/mp3-preview/4f95bf1b60302a46f95d4ed75b712af1e3e99b04?cid=044f973e13634ba3becdcb523d0f964f,brill building pop,0.667,0.531,0.96,0.221
Agorapocalypse Now,Agoraphobic Nosebleed,spotify:track:6NlkGZ2YHyZ6jZdWagTFr7,https://p.scdn.co/mp3-preview/b8b00096cb0b3e6b8dbcfb32fd507fae51e6582d?cid=044f973e13634ba3becdcb523d0f964f,noisecore,0.21,0.988,0.0685,1.38e-06
Breaking It Up - Punks Jump up Remix,Lykke Li,spotify:track:748uok6xSU11bLQ163yenf,https://p.scdn.co/mp3-preview/89fac8bbb4aeec450b9d22aefa1fcd2090048f69?cid=044f973e13634ba3becdcb523d0f964f,art punk,0.806,0.723,0.747,0.0062
Summer (DJ Favorite & DJ Lykov Big Room Radio Edit),Jolyon Petch,spotify:track:4T6t1xvN9tj7g5wt06jm8z,https://p.scdn.co/mp3-preview/eeb32a81940654d0609e58263bc69b3cd52d0301?cid=044f973e13634ba3becdcb523d0f964f,deep big room,0.606,0.989,0.194,0.091
Alexandris,Katerina Papadopoulou,spotify:track:14usYZXuEZe4dTJASlWxrN,https://p.scdn.co/mp3-preview/f3597482dda98026aae52f1b51a8b9b5674a1a5b?cid=044f973e13634ba3becdcb523d0f964f,greek folk,0.722,0.267,0.42,0.611
En Esta Navidad,Valentín Elizalde,spotify:track:4eaqQVNzBbAOh23ZlWvzOT,,ranchera,0.462,0.44,0.759,0.465
Yyterin twist - Twist in Saint Tropez,Timo Jämsen,spotify:track:0G1afPGwdtYkwfCSoity3M,https://p.scdn.co/mp3-preview/ce189ef3ca053118ad8fd4b0a30ac35d84906031?cid=044f973e13634ba3becdcb523d0f964f,classic finnish rock,0.474,0.667,0.794,0.233
"Tum-Balalayka (feat. Nancy Friedland, Alan Moses & Michael Witt)",Lorraine Gutenplan Silverberg Klein,spotify:track:7IQ8UiDlS8cBW3CbXpgYgd,https://p.scdn.co/mp3-preview/9487fb49c83725e259cdd40b3818df0003b92139?cid=044f973e13634ba3becdcb523d0f964f,yiddish folk,0.541,0.274,0.322,0.845
"Some Things Are Better Left Unsaid, Yes?",Corey Kilgannon,spotify:track:6RWmQFWGsn6rRqbPmaPdFy,https://p.scdn.co/mp3-preview/90dfde17008f1ec1965872305a219e0e6c81a603?cid=044f973e13634ba3becdcb523d0f964f,j core,0.297,0.388,0.196,0.655
the remedy for a broken heart (why am I so in love),XXXTENTACION,spotify:track:1MZugN7WEAmnxNDXg3HrMB,,emo,0.661,0.304,0.273,0.779
"Walking In The Air (Excerpt ""Lifecycle""), Op. 310",Howard Blake,spotify:track:5iN22w83iO9XJscFlHl6gP,,soundtrack,0.317,0.0308,0.104,0.993
Future Strings in E,Seckou Keita,spotify:track:4Q7KVZVOY7Y9dF3OdfeFX2,https://p.scdn.co/mp3-preview/0b9ed12850f112dd378d1212fcdd7a19531a4997?cid=044f973e13634ba3becdcb523d0f964f,kora,0.235,0.316,0.38,0.916
Improvisation on Dona Nobis Pacem (Give Us Peace),Paquito D'Rivera,spotify:track:4u9xXluKe2Fh59oAXILiX8,https://p.scdn.co/mp3-preview/d0e2c9eb8a089997ffa3ebeb4accf4053d734359?cid=044f973e13634ba3becdcb523d0f964f,jazz clarinet,0.466,0.135,0.564,0.994
Det kiler i magen,Per Asplin,spotify:track:4bnDeZFu6kYGLoVIBsOUyw,,barnemusikk,0.645,0.22,0.557,0.299
Pop Up,Shoreline Mafia,spotify:track:4d6ihidBTDF0SqwdTDsAyW,https://p.scdn.co/mp3-preview/b5c7b1f09a4a1db05edd6dc63274e923ee75b8b0?cid=044f973e13634ba3becdcb523d0f964f,vapor pop,0.836,0.489,0.732,0.134
Grabada En Mi Piel,Cumbias Poblanas,spotify:track:2cIfKdttW42fnGtLNTxFb3,https://p.scdn.co/mp3-preview/0a5cec8072f944a2726a8dfe78c48f8a8b83d07b?cid=044f973e13634ba3becdcb523d0f964f,cumbia sonidera,0.732,0.381,0.877,0.0455
With My Little stick of Blackpol Rock,George Formby,spotify:track:2cXQm2fBrrFLmyPetjQIWm,https://p.scdn.co/mp3-preview/ef94fce81d67dd9e44f1d515d5878e066782a136?cid=044f973e13634ba3becdcb523d0f964f,british post rock,0.81,0.564,0.898,0.989
Walking On Music (Full Length Album Mix),Peter Jacques Band,spotify:track:5tGGAuUZfNvXzqvVCI69O5,https://p.scdn.co/mp3-preview/60ba6bb8fa867872ad870f5066689cc87bc24de6?cid=044f973e13634ba3becdcb523d0f964f,deep full on,0.706,0.886,0.641,0.00882
Kill The Bug - Original Mix,Deenk,spotify:track:5LaWPh15l4EK8XeYaAuItM,https://p.scdn.co/mp3-preview/c8add1db81d06347ee048ed639120fb0383b2831?cid=044f973e13634ba3becdcb523d0f964f,psybreaks,0.604,0.854,0.187,0.000986
"Trio pour clarinette, violoncelle et piano",Georges Aperghis,spotify:track:3Y8mSo7avGjIteIKotK4XW,,greek clarinet,0.406,0.0861,0.107,0.968
All Night - Cash Cash Remix; Radio Edit,Icona Pop,spotify:track:5Uo7AAr2d1CNZlaKgVUT3i,https://p.scdn.co/mp3-preview/9c28021647e8086d207e71771561c337302f749b?cid=044f973e13634ba3becdcb523d0f964f,swedish pop,0.591,0.864,0.302,0.0386
interview of Abdulbassat,Abdul Basit Abdessamad,spotify:track:1wF7MFpv1oO14k5lAcb9rG,https://p.scdn.co/mp3-preview/36949f672bfb7563b290ca4d7568d4ce2f361b29?cid=044f973e13634ba3becdcb523d0f964f,quran,0.585,0.237,0.274,0.823
I Want It That Way,Dynamite Boy,spotify:track:0X5ygHsca3pJ3KErPsXhGc,,texas pop punk,0.354,0.806,0.302,0.0119
Platz an der Sonne,Dú Maroc,spotify:track:0DQMB1FyNs0VYHaZ3dBmAK,,rap maroc,0.567,0.729,0.364,0.0829
"Gathu Mawula - Live at the Sydney Opera House, 2013",Gurrumul,spotify:track:2qiIAmvwR5y0boChQADJUn,https://p.scdn.co/mp3-preview/76c8efaae256c8c657e6aaed0e9cb609ef77aa0b?cid=044f973e13634ba3becdcb523d0f964f,australian indigenous,0.339,0.516,0.315,0.618
Antichrist,MoshTekk,spotify:track:5qQim2yAoM0h4hrCiVDqSw,https://p.scdn.co/mp3-preview/66daf3dcb1079cd22bc85b82c461ff236f75150b?cid=044f973e13634ba3becdcb523d0f964f,doomcore,0.522,0.802,0.256,0.000308
Rimanti in Pace,Biosphere,spotify:track:5B9xlG7dHLzIq4Ddr4fQv0,https://p.scdn.co/mp3-preview/8c303ac9681b78466a4279c65098a083ae24a14c?cid=044f973e13634ba3becdcb523d0f964f,ambient pop,0.207,0.0927,0.0351,0.959
O Último Bar,Matanza,spotify:track:2RXv7fZNLSP3X7xWiJ8e5n,https://p.scdn.co/mp3-preview/82e3dc8448da21e7ff09a94afa519ee450a1560e?cid=044f973e13634ba3becdcb523d0f964f,cowpunk,0.455,0.974,0.817,0.00341
"Beginnings / Valley of Rocks / Clap (Steve Howe Solo) - Live at the Centrum, Worcester MA, USA, 22 August 1983",Asia,spotify:track:5mhFm3LYsFHur5xCMI2AFW,https://p.scdn.co/mp3-preview/40eced32145339abfd0afce92224c13a5bb94eec?cid=044f973e13634ba3becdcb523d0f964f,classic rock,0.323,0.735,0.405,0.548
Old Reggae Friends,8°6 Crew,spotify:track:2fqBCMt3gcLtT9vyzzPBVU,https://p.scdn.co/mp3-preview/cf22eb226e9a4afdd3c8e36b56b2ad6cf7c03e2a?cid=044f973e13634ba3becdcb523d0f964f,traditional reggae,0.605,0.773,0.662,0.109
Inianafi debena,Sidiki Diabaté,spotify:track:0OBlBwoqwQqdCaDmRokJfd,https://p.scdn.co/mp3-preview/c704c9be43485a0dfb73279d8d9930458214126c?cid=044f973e13634ba3becdcb523d0f964f,kora,0.64,0.697,0.743,0.24
Mi Último Deseo,Banda Los Recoditos,spotify:track:2zBpbBVavzyJOki8k6DANs,,regional mexican,0.844,0.639,0.974,0.62
I Can Climb Mountains,Hell Is For Heroes,spotify:track:4yJhc1mbPXWilzhi9Sas2l,https://p.scdn.co/mp3-preview/eb9f1ba3b0fedf50a03af4dbae5ce443b0128490?cid=044f973e13634ba3becdcb523d0f964f,uk post hardcore,0.39,0.957,0.3,0.00217
Lewd & Lascivious,Bomberos,spotify:track:5uZgP7VJMTJqTqynY3Qr7w,https://p.scdn.co/mp3-preview/4a55b845f799373971c01addf91faf326ff37c45?cid=044f973e13634ba3becdcb523d0f964f,necrogrind,0.137,0.965,0.545,4.41e-06
Pillars Of Creation - Atmozfears & Sound Rush Remix,Noisecontrollers,spotify:track:3R5ho8LqEwIcPTtYEQmU4g,https://p.scdn.co/mp3-preview/f2ec9e0ed8234e8dd3ffd45032742c9c04f69bcc?cid=044f973e13634ba3becdcb523d0f964f,rawstyle,0.474,0.975,0.28,0.151
Borracho y Mujeriego,Herencia Potosina,spotify:track:2mL4186fEQ6lzU9ULBvvXl,https://p.scdn.co/mp3-preview/a1f04b96f2cb311115595bfcdec98869b66e3418?cid=044f973e13634ba3becdcb523d0f964f,musica potosina,0.539,0.576,0.935,0.263
Mis Impulsos Sobre Ti - Live Auditorio Nacional 08,Aleks Syntek,spotify:track:7qiJJglXIHQJOvYUWgcJBL,,rock nacional,0.499,0.531,0.156,0.085
Yu-hi Wa Akai Ho,Club Nisei Orchestra,spotify:track:65j8i8s5RdoCqYW27dyoEw,https://p.scdn.co/mp3-preview/31ea3f5ba6cb5197c804312b49ea0348fb8686d4?cid=044f973e13634ba3becdcb523d0f964f,ryukoka,0.241,0.245,0.286,0.778
Looking For An Old Friend,The Georgia Thunderbolts,spotify:track:49J7rTPBI4lkgd2cf4xlqG,https://p.scdn.co/mp3-preview/6de08602dd05eebf50cbfd03e5bea891cbb640d3?cid=044f973e13634ba3becdcb523d0f964f,nwocr,0.486,0.934,0.57,0.00816
Jak Calowac to Ulana,Eugeniusz Bodo,spotify:track:01KdPfCi6Yrpjkg4dmPC6F,https://p.scdn.co/mp3-preview/b12c12889e6d32b22acc501b1c704ed00c78e2ff?cid=044f973e13634ba3becdcb523d0f964f,classic polish pop,0.715,0.243,0.87,0.993
Robots & Cellos - Original,Alien Pimp,spotify:track:3zV49OSizO6FYJsQeuA8wu,https://p.scdn.co/mp3-preview/389eaf1661259ca69fe8ff5b2663de7b30f514ac?cid=044f973e13634ba3becdcb523d0f964f,cinematic dubstep,0.795,0.729,0.652,0.000622
En Castilla Hay un Castillo,Gabriel Calvo,spotify:track:0RL4d4hF5eM8BYg8HpNTmR,https://p.scdn.co/mp3-preview/522b25ff5aac59773535b4e156aaa9c87420c275?cid=044f973e13634ba3becdcb523d0f964f,folclore castilla y leon,0.738,0.657,0.907,0.757
Ironla,Lord Of Ajasa,spotify:track:4K5MqiOEQpeJbhTjoTb90J,https://p.scdn.co/mp3-preview/999c3c03aafb1a70f36203ca829fe6a7a30d6c70?cid=044f973e13634ba3becdcb523d0f964f,nigerian pop,0.656,0.571,0.811,0.0839
Unbreakable Chain,Dream Evil,spotify:track:1qmAhqyYwBUK79P3Ih9RGq,https://p.scdn.co/mp3-preview/3161ee8249c9432e2c60818cdeae23706da1edbd?cid=044f973e13634ba3becdcb523d0f964f,melodic metal,0.526,0.76,0.238,0.00976
"Christmas Oratorio, BWV 248, Pt. 3: No. 30, Recitative (Tenor): Und sie kamen eilend",Johann Sebastian Bach,spotify:track:6z7aY17oTsdW3tBKpuMq6u,https://p.scdn.co/mp3-preview/724f2489c05b5b73c02dc661936ff43c4eddb584?cid=044f973e13634ba3becdcb523d0f964f,classical tenor,0.413,0.0154,0.133,0.937
Abstract Improvisation,Roland Kirk Quartet,spotify:track:5z7ilMFT3OmgZpCEGfV0IP,,free improvisation,0.528,0.0525,0.519,0.962
Point Of No Return,Run Wallace,spotify:track:0RZDD0fZ1C0gKU1ca1Vibm,https://p.scdn.co/mp3-preview/72761a1f4eee131e0e38238b0fc63a9f4f688297?cid=044f973e13634ba3becdcb523d0f964f,j ambient,0.682,0.478,0.647,0.156
Icon of technology,Rude Awakening,spotify:track:4CK1jfxl8CbTGjJ7Jp2HFc,https://p.scdn.co/mp3-preview/f98743c0e8c557730af59073066a843926376c7a?cid=044f973e13634ba3becdcb523d0f964f,industrial techno,0.676,0.945,0.41,0.00238
Love of a Lifetime,Firehouse,spotify:track:2kDH08boXJyhKMl5hnZbrE,https://p.scdn.co/mp3-preview/b8d88f5b015efa778e8274eeff7fa0ee9a6a3552?cid=044f973e13634ba3becdcb523d0f964f,hard house,0.472,0.48,0.126,0.000204
Unbreakable,Kingdom Collapse,spotify:track:0UKIP5PzRX6WY0rURFxxqQ,https://p.scdn.co/mp3-preview/57b0a1018b1be1f9b112ed8d84aa910e98a76d17?cid=044f973e13634ba3becdcb523d0f964f,gymcore,0.502,0.946,0.29,6.64e-06
Enter In Technology - Original mix,Tedge,spotify:track:50JLAUD2DZk2N3vywiS8OS,https://p.scdn.co/mp3-preview/f0550d220d6bf7320f77776f12950a073fc69f15?cid=044f973e13634ba3becdcb523d0f964f,mexican techno,0.754,0.884,0.743,0.000594
Rapa Nui Mi Amor,Hai Luau,spotify:track:6EUOJhj0E2uBkrNw062vzF,https://p.scdn.co/mp3-preview/87d50fb2b0a9e13978c024e1d868375a2c2f0bcc?cid=044f973e13634ba3becdcb523d0f964f,musica rapa nui,0.392,0.647,0.652,0.783
Loyauté - Acoustique,Lady Ponce,spotify:track:2fmwSFlmIandyKmqvfaWRR,https://p.scdn.co/mp3-preview/6b41fb4eae85ef5c63ecf05d16dae74528ecf756?cid=044f973e13634ba3becdcb523d0f964f,bikutsi,0.46,0.931,0.673,0.36
Christmas In New Orleans,Louis Armstrong,spotify:track:2doCNZXXeS9OlEeG775nQR,,new orleans blues,0.653,0.406,0.523,0.37
Irja,Esko Könönen,spotify:track:0UO855U75iHOXRhOESD3p8,https://p.scdn.co/mp3-preview/7648e0c9935ec21d049b01728445bc86bedb1f33?cid=044f973e13634ba3becdcb523d0f964f,harmonikka,0.714,0.493,0.967,0.234
The Infinity of Voices - Original Mix,K.S.Y.,spotify:track:4KZQteAlYog95kAqvXXcBi,https://p.scdn.co/mp3-preview/9fe54d0964dd23fabcc9cd3e7276470b43aae6f8?cid=044f973e13634ba3becdcb523d0f964f,sky room,0.613,0.946,0.368,0.0101
Kaikki laivaan - In the Navy,Seitsemän Seinähullua Veljestä,spotify:track:3EVyOG2N9AlHaIDnPCTRC7,https://p.scdn.co/mp3-preview/ec8d886b0f1d0ef822a2591639599f6b82a9ff7e?cid=044f973e13634ba3becdcb523d0f964f,finnish tango,0.751,0.678,0.658,0.329
Cold Day in Hell,South Of Salem,spotify:track:2omJTjpVrPgzVXKzjOqa8M,https://p.scdn.co/mp3-preview/bbd0cf53898ddd984789a0f851be8824af9ed328?cid=044f973e13634ba3becdcb523d0f964f,nwocr,0.487,0.941,0.476,8.94e-06
Aqui Estoy,Nueva Era,spotify:track:6QgknxWjqfTVWLrDwhPf15,https://p.scdn.co/mp3-preview/cc1d81b38bf6f558acfd96fb02aac81d596c0610?cid=044f973e13634ba3becdcb523d0f964f,corrido,0.563,0.748,0.726,0.375
Oldschool Traphouse,Bixi Blake,spotify:track:5R46GsgP2ktoPBwZHikwq0,https://p.scdn.co/mp3-preview/324acc3a5f6750a7024f6a5e54cc53d2bed3f323?cid=044f973e13634ba3becdcb523d0f964f,turkish trap,0.714,0.484,0.38,0.0625
"Sonata for Violin and Piano in A, D.574 ""Duo"": 4. Allegro vivace",Franz Schubert,spotify:track:55du3kjfcFiuLVceQjR7Qs,,classical piano duo,0.335,0.124,0.318,0.988
Do They Know It's Christmas?,Band Aid 30,spotify:track:2yqhUCUFNFYBwjnBLji9Ge,,musica per bambini,0.626,0.541,0.256,0.353
"Symphony No. 9 in D Minor, Op. 125: IV. Allegro molto assai ""Ode to Joy""",Ludwig van Beethoven,spotify:track:11nz29BK77JP77a1vzSfd8,https://p.scdn.co/mp3-preview/4ae5bc94184ab50e9dc58f27a40c44bf459659de?cid=044f973e13634ba3becdcb523d0f964f,german literature,0.267,0.516,0.236,0.846
Menim Ucun Yasa & Popurri (Live),Nuri Serinlendirici,spotify:track:6iMoXnNBu4N4JrzEyj9M19,https://p.scdn.co/mp3-preview/b3f0dbbbe844bc40ce15e1ef181c7377ca67ed0e?cid=044f973e13634ba3becdcb523d0f964f,azeri pop,0.535,0.702,0.553,0.554
House Party - Sunnery James & Ryan Marciano Club Mix,The Knocks,spotify:track:1SPZxAbGbrtsLl4HehYzKC,https://p.scdn.co/mp3-preview/c02d280bc580183720d274dd9a7f88940cd5cec1?cid=044f973e13634ba3becdcb523d0f964f,vapor house,0.79,0.748,0.174,0.000258
Happy - Nick Skitz & Technoposse Remix Edit,B.R.O,spotify:track:0lX6AkgL3Qa6Ia5kEyHNPr,https://p.scdn.co/mp3-preview/7750816c39004cd53d4fe1e3507bd8d5ae635e7b?cid=044f973e13634ba3becdcb523d0f964f,polish techno,0.576,0.998,0.634,0.00408
Africa Unite,Bob Marley & The Wailers,spotify:track:2qmHhaOmlcKDeGfipGhF1j,,roots reggae,0.904,0.431,0.751,0.191
"Tristan and Isolde, WWV. 90, Act III, Final Scene: Mild und leise (Isoldes Liebestod)",Richard Wagner,spotify:track:0QAv2oHxYZJtBi15z7STuy,https://p.scdn.co/mp3-preview/ab29e57d1116f0fd374be17d2495c8a826cd42c5?cid=044f973e13634ba3becdcb523d0f964f,german literature,0.223,0.122,0.0367,0.979
