name,artist,uri,url,genre,danceability,energy,valence,acousticness
On the Road to Kingdom Come,Harry Chapin,spotify:track:5UwL96h99hlnUcUQjwTgdK,https://p.scdn.co/mp3-preview/63e064317234e22afca753f13a1b4e70a02419df?cid=044f973e13634ba3becdcb523d0f964f,rock chapin,0.59,0.465,0.783,0.501
Gbomei Adesai,The Psychedelic Aliens,spotify:track:3aup2Wb74T0uWASlue8sqP,https://p.scdn.co/mp3-preview/b1807d2bc0de32c95059d19d89f129ac2887cca6?cid=044f973e13634ba3becdcb523d0f964f,afro psych,0.618,0.726,0.683,0.671
Once Upon a Past,Wax Tailor,spotify:track:0vaEKSrw33BL55GVTg8BV8,https://p.scdn.co/mp3-preview/a3aa7a80a4c77fa5b413083a7c5e3fd69478ba6b?cid=044f973e13634ba3becdcb523d0f964f,trip hop,0.62,0.655,0.259,0.138
Union Of Mind And Soul,Goat,spotify:track:2QGUVOxIHY39sEYWuje7Lr,https://p.scdn.co/mp3-preview/3153084ee9739eb79e78af6177f78a8f23db280f?cid=044f973e13634ba3becdcb523d0f964f,swedish soul,0.543,0.9,0.92,0.28
I Saw The Light,Hank Williams,spotify:track:04bsExZXrwoRXYKKDWlTIU,,yodeling,0.349,0.273,0.493,0.95
Faded Away (feat. Icona Pop) - SWACQ Remix,Sweater Beats,spotify:track:5xdg4CT3qdwJBvpqo05bMC,https://p.scdn.co/mp3-preview/17003a1ac6e550517b5bde054e10e873b65ed3d0?cid=044f973e13634ba3becdcb523d0f964f,vapor pop,0.682,0.765,0.349,0.03
Early in the Morning,Sean Dagher,spotify:track:7pocXoeLg3CmHLVKtpJ410,https://p.scdn.co/mp3-preview/0b347a6920a997551d670902c446c958cce8cf80?cid=044f973e13634ba3becdcb523d0f964f,shanty,0.806,0.13,0.836,0.96
O Magnum Mysterium: O magnum mysterium,Morten Lauridsen,spotify:track:0S0YKiEdR9cT9pYgEaTevF,https://p.scdn.co/mp3-preview/4060ad474c3a6d3f9403bd97208f6df365b513cf?cid=044f973e13634ba3becdcb523d0f964f,contemporary choir,0.0623,0.0116,0.0331,0.991
Talk to Me (I Can Hear You Now) - Extended Dance Mix,Iam Siam,spotify:track:5S3WKmyLcKCfyUfFTxHY7h,https://p.scdn.co/mp3-preview/e4a6571da830dd92a3cfd7e51ae12361088a92f7?cid=044f973e13634ba3becdcb523d0f964f,deep dance pop,0.678,0.918,0.73,0.291
Uzundereh,Hossein Hamidi,spotify:track:6wdkI0wY8yQ4phSNTIgqYs,https://p.scdn.co/mp3-preview/8659d6907d7b690444f873080df5839d3d4f743c?cid=044f973e13634ba3becdcb523d0f964f,azeri traditional,0.527,0.352,0.739,0.849
I'm Never Gonna Let You Go,Michael Martin Murphey,spotify:track:13OhqiIVwmpl6nbj3ntI4l,https://p.scdn.co/mp3-preview/c62d8b76536977a776225c57215a1f2dd2ba292e?cid=044f973e13634ba3becdcb523d0f964f,western americana,0.629,0.187,0.296,0.325
Wat U Got (feat. Ballout & Capo),Yung Gleesh,spotify:track:5OnjMQzLeQBZ0RfbsJ6MiT,https://p.scdn.co/mp3-preview/2a2ad156de887e574ed334878a84121bdc6a979f?cid=044f973e13634ba3becdcb523d0f964f,dmv rap,0.829,0.629,0.699,0.0635
When I Get Free,2Pac,spotify:track:6cCF5qDyyxKTigCJOzHYU5,,west end,0.881,0.573,0.533,0.00511
Orlando,African Jazz Pioneers,spotify:track:0RKOFuqTQqZMaV2FKGXBI2,https://p.scdn.co/mp3-preview/138b18b2114e683a16f838ccd329c49418251343?cid=044f973e13634ba3becdcb523d0f964f,south african jazz,0.52,0.805,0.755,0.354
Into the Unknown,Simon Chylinski,spotify:track:7q2aEqd9mjyg2tBIzqpsJc,https://p.scdn.co/mp3-preview/f3c5fff93b883e69197d5df760ef36cf0d30e908?cid=044f973e13634ba3becdcb523d0f964f,indie game soundtrack,0.399,0.0976,0.0313,0.392
Otra Cavanga,Mokuanes,spotify:track:2jNJS9AkNMGkvjMI4FUIH6,https://p.scdn.co/mp3-preview/6cbccbfd4029aa5437d689224bcb82419c15fb3e?cid=044f973e13634ba3becdcb523d0f964f,nica,0.656,0.604,0.408,0.305
Make It Happen,Kiol,spotify:track:1BrY2096GgHrP0Lhb9mgDl,https://p.scdn.co/mp3-preview/cb1d90a767c06932064eab9609d736031ff30ebf?cid=044f973e13634ba3becdcb523d0f964f,turin indie,0.636,0.624,0.841,0.19
Up All Night,John B,spotify:track:0bAwy8fQaqML2xvqExUPwt,https://p.scdn.co/mp3-preview/8c6f74d1c98a4f71370c0d784cf24cb78a05d47f?cid=044f973e13634ba3becdcb523d0f964f,drum and bass,0.602,0.948,0.354,0.000533
"Blood, Toil, Tears and Sweat",Winston Churchill,spotify:track:6aR5aZhdzbp3wPcQQ8vQS1,https://p.scdn.co/mp3-preview/28035709df954ef25dae82afca08f56c07d14366?cid=044f973e13634ba3becdcb523d0f964f,oratory,0.635,0.402,0.402,0.879
"Lipstick, Powder and Paint",Big Joe Turner,spotify:track:3NZI55ZAimcvtQUCiHFBQ2,https://p.scdn.co/mp3-preview/29b0b6f2242fba746ae7bca812ef598a8beebf07?cid=044f973e13634ba3becdcb523d0f964f,jump blues,0.6,0.603,0.78,0.791
Call of Silence,Hiroyuki Sawano,spotify:track:7k1HoUdskuBhyWvm7hPctM,https://p.scdn.co/mp3-preview/dc3426bfc4a7ff70b2de17900a39822e741d0755?cid=044f973e13634ba3becdcb523d0f964f,japanese soundtrack,0.504,0.38,0.0535,0.642
Not for Us at This Moment - Original Mix,Dany Cohiba,spotify:track:1EIyM3aVcQS2EAmQBJsTXV,https://p.scdn.co/mp3-preview/9d081e3acbfceb1b3b801b8e1cbce4976fcc9ffe?cid=044f973e13634ba3becdcb523d0f964f,mexican tech house,0.77,0.756,0.323,0.000205
Ulverized Substance,Architect,spotify:track:2CCJJtM7J9U7q5KYgybNQU,https://p.scdn.co/mp3-preview/e1fb51410b0ee8836ecf61cc2a256010a03c5e26?cid=044f973e13634ba3becdcb523d0f964f,power noise,0.38,0.913,0.223,0.00825
Congo United,Roga Roga,spotify:track:1nv2K3QVLeb7jAXGjsQwdm,https://p.scdn.co/mp3-preview/59134a30bf056f8f79c58514072ea0259802baa6?cid=044f973e13634ba3becdcb523d0f964f,makossa,0.513,0.813,0.645,0.425
Six Flats Unfurnished,Benny Goodman,spotify:track:0J9bEzi9BrhoUH8XP8MI0V,https://p.scdn.co/mp3-preview/48b891e953257407adda8db083dd65ebc920f7a8?cid=044f973e13634ba3becdcb523d0f964f,vintage swing,0.659,0.233,0.447,0.994
All Is Well,Carrie Underwood,spotify:track:4oOsOMnhk8q3cNSKSSTBPi,,oklahoma country,0.278,0.299,0.189,0.714
Pipe Up the Sun,Drohne,spotify:track:2TXlWeGivBIKzkdukJIw8C,https://p.scdn.co/mp3-preview/fbbbfc30654d7794e4b803839ebede533df76899?cid=044f973e13634ba3becdcb523d0f964f,hurdy gurdy,0.289,0.311,0.482,0.796
"Intro - Live From The Laff House, Philadelphia, PA/2006",Deon Cole,spotify:track:2wZI2YgfIum4VoshxqyFSA,,deep comedy,0.531,0.567,0.189,0.66
The Holly & The Ivy,Natalie Cole,spotify:track:5VCOaHzpKUbgZ8Dm21DyHo,,soul jazz,0.217,0.124,0.309,0.955
Rock And Roll Music - Remastered 2009,The Beatles,spotify:track:7Ho3T7ERfooiAfvODaMQ2N,,psychedelic rock,0.457,0.917,0.965,0.566
Oj Zumbule,Mica Stojanovic & His Ensemble,spotify:track:4DrgRlhgeheqkCZNBlACQI,https://p.scdn.co/mp3-preview/505fd6b721d9da06a929ff82d192041bfc5ef824?cid=044f973e13634ba3becdcb523d0f964f,serbian folk,0.478,0.215,0.89,0.931
Don't Dream It's Over,Crowded House,spotify:track:1fiDe8sb2DMEU4JGPOIEB1,,australian house,0.443,0.732,0.489,0.0246
It's Now or Never,Victor Wood,spotify:track:2O7UKfIyCbmyqJ0XrK1DAu,https://p.scdn.co/mp3-preview/29bc3ffd818b73cc0ca13a7bcf9b2063e6163dac?cid=044f973e13634ba3becdcb523d0f964f,kundiman,0.561,0.386,0.545,0.801
Tech In The House - Original mix,Hollen,spotify:track:3t9pHOwwPIUDis7J0wP8IZ,https://p.scdn.co/mp3-preview/3b604171fa4f78ba9e068ec720307e2e7e406290?cid=044f973e13634ba3becdcb523d0f964f,italian tech house,0.805,0.871,0.511,8.23e-05
Ambient Theme 1,Benjamin Rogers,spotify:track:2yOaMonvhTqCupgdYx91rb,https://p.scdn.co/mp3-preview/41a5feeae50d7431468db356ab095f2a54156a6b?cid=044f973e13634ba3becdcb523d0f964f,hawaiian indie,0.258,0.337,0.0376,0.978
Conquest of Paradise,Vangelis,spotify:track:5avVpUakfMHD6qGpaH26CF,https://p.scdn.co/mp3-preview/d828416631659a043c3e1bc3a6ed04c01457a89b?cid=044f973e13634ba3becdcb523d0f964f,cyberpunk,0.43,0.295,0.159,0.698
Ashitaka and San,Joe Hisaishi,spotify:track:6JNgTjdCMt4lYqFfFaBtCr,https://p.scdn.co/mp3-preview/25ec54157fc5faff58b102b813e1aa86903098a5?cid=044f973e13634ba3becdcb523d0f964f,japanese soundtrack,0.37,0.13,0.0376,0.983
To Minore Tis Avgis - Sirtaki & Hasapiko,SPIROS PERISTERIS,spotify:track:2a1OGZpna5sZgRVZfCUrQa,https://p.scdn.co/mp3-preview/ca319ae0e2fdc61749333bd937af49c7473731df?cid=044f973e13634ba3becdcb523d0f964f,rebetiko,0.521,0.659,0.566,0.193
It'll All Be Over - DJ Koze Remix - Radio Edit,Gerry Read,spotify:track:48dojgnBKfp3drKOFdwycc,https://p.scdn.co/mp3-preview/962d1b137a2ac1534d34f563828e6be33b23cdbf?cid=044f973e13634ba3becdcb523d0f964f,outsider,0.707,0.788,0.594,0.000126
The Undisputed,Full House Brew Crew,spotify:track:2HzFC3DA1cYxmhDbifdhib,https://p.scdn.co/mp3-preview/46b35bacee6921e995bbdf1fa62a65b324f5654c?cid=044f973e13634ba3becdcb523d0f964f,greek house,0.532,0.873,0.192,5.64e-05
Hold Infinity in the Palm of Your Hand,MONO,spotify:track:6z9qOsKhCkJ2FpLefqqwIY,https://p.scdn.co/mp3-preview/d8971b532ad89798df486ff2c9e7e4b1125fe883?cid=044f973e13634ba3becdcb523d0f964f,instrumental soul,0.284,0.313,0.0432,0.0487
Stand Out Fit In,ONE OK ROCK,spotify:track:4zXRMjTaeflesB3Ih4eHnJ,https://p.scdn.co/mp3-preview/f3e5bb8948dbfbbea917261d1906224c2f69d9e1?cid=044f973e13634ba3becdcb523d0f964f,emo,0.615,0.841,0.316,0.0178
Ima Jedan Svijet,Stijene,spotify:track:5uMWh2FFsNZJzxEHCg6uX1,https://p.scdn.co/mp3-preview/b737e7f0cd38affdda6904fa60bd377f7521ea65?cid=044f973e13634ba3becdcb523d0f964f,croatian pop,0.522,0.489,0.204,0.325
Otivash si,Toni Storaro,spotify:track:5eB3UljYU1ZAxaxzjSZ313,https://p.scdn.co/mp3-preview/a7b3ac0714a376d010944819e7cde735a7252d84?cid=044f973e13634ba3becdcb523d0f964f,bulgarian pop,0.709,0.893,0.877,0.218
En Grabb Från Programmen,24K,spotify:track:0OBAnD88cBqvLbJwz8aTS2,https://p.scdn.co/mp3-preview/32c86fe277054960f58b9b0a49724453e038afae?cid=044f973e13634ba3becdcb523d0f964f,swedish prog,0.602,0.758,0.563,0.241
Hablando en plata,Navajita Platea,spotify:track:7FCZxAK0cDCINglGx6quUB,https://p.scdn.co/mp3-preview/ca9b4e4c1de0f92ecb271b9bd08aadbf6fefc639?cid=044f973e13634ba3becdcb523d0f964f,flamenco fusion,0.79,0.364,0.621,0.799
DJ Pump It Up,Ruggedman,spotify:track:2Wfpm7h6JWfCAYdKqiKB9T,https://p.scdn.co/mp3-preview/adccc22631f667d1ae365400fd58b1eb4d33ed34?cid=044f973e13634ba3becdcb523d0f964f,nigerian hip hop,0.758,0.821,0.272,0.00254
"10,000 Reasons (Bless the Lord Oh My Soul)",Joshua Kesler,spotify:track:437X6Lyo0xHGl33TcwGz1I,https://p.scdn.co/mp3-preview/4a11ee648584df945716683869f342414173361a?cid=044f973e13634ba3becdcb523d0f964f,gospel reggae,0.712,0.431,0.703,0.0831
Blues In the Dungeon,Jean-Luc Ponty,spotify:track:3vzOMzDOkefh6KWqCA91zk,https://p.scdn.co/mp3-preview/7dec69965db8f361e24d0401f34503f715865071?cid=044f973e13634ba3becdcb523d0f964f,jazz violin,0.561,0.51,0.484,0.579
Burning Inside - Original Mix,Kuestenklatsch,spotify:track:4FEsZlwiHirB9tyEcFvq6k,https://p.scdn.co/mp3-preview/12afea1289ea5a00e289d8f826785aa63e5e3623?cid=044f973e13634ba3becdcb523d0f964f,hamburg electronic,0.802,0.966,0.805,0.00416
Arcana Imperii,Ihsahn,spotify:track:6kyOg7nAhqoFuPBfG38vyE,,jazz metal,0.428,0.854,0.254,0.000169
Suite in A major: Allemande,Manuel Ponce,spotify:track:4DIRWsTjTb728nKD6oBRY4,https://p.scdn.co/mp3-preview/ca22135df8072854d2f5204340a55fd1f5c34cca?cid=044f973e13634ba3becdcb523d0f964f,mexican classical,0.385,0.108,0.738,0.982
Signals In My Head,DJ Manny,spotify:track:6xj3UqsnU28XruuiuYbUFQ,https://p.scdn.co/mp3-preview/92597774c9e8a04a3793f4aa1001923bdd3f5f0e?cid=044f973e13634ba3becdcb523d0f964f,footwork,0.684,0.876,0.744,0.0472
Upachaaramu,M. S. Sheela,spotify:track:5OezjZZrhNURgsBUIJzdR2,https://p.scdn.co/mp3-preview/deec7c471fbb80fd6f9c466df9ea8c58c6b5e4d0?cid=044f973e13634ba3becdcb523d0f964f,indian classical,0.44,0.577,0.568,0.703
Sufocators of Metal,Massacration,spotify:track:26iK159oahlMOufLWSzuqG,https://p.scdn.co/mp3-preview/852b766d20e0019633720c7e65ac590818b5db92?cid=044f973e13634ba3becdcb523d0f964f,brazilian metal,0.509,0.903,0.32,1.1e-05
I Like It Like That,Pete Rodriguez,spotify:track:6Wy3X4jSszfisnRscJCHdq,,boogaloo,0.596,0.7,0.926,0.68
Country Boy Rock & Roll,The Winters Brothers Band,spotify:track:2jdXRJ9LK4l8fiZn25yaXT,https://p.scdn.co/mp3-preview/b3a735b052813ca3fa54213c8049e87fad229cd2?cid=044f973e13634ba3becdcb523d0f964f,modern country rock,0.62,0.513,0.481,0.103
Reencontre / Reencuentro / Meeting again,Tete Montoliu,spotify:track:69hsLhodBXClGUAu8LEIE9,https://p.scdn.co/mp3-preview/189da55d3f69a89e98afcf692204429b3231f647?cid=044f973e13634ba3becdcb523d0f964f,jazz catala,0.528,0.295,0.73,0.974
Psychedelic Ants,Keita Sano,spotify:track:7t6Idcwk2oRfNhIpiQDkry,https://p.scdn.co/mp3-preview/db7577d0672b7b609e525d17d64e6bd055325d6b?cid=044f973e13634ba3becdcb523d0f964f,japanese psychedelic,0.73,0.565,0.321,0.00141
Ge Inte Upp - Jean Bloc & Bad Boy HJ Happy Hardcore Remix,Kalle J,spotify:track:3eqsnOIIHRqytfrF8Frn1I,https://p.scdn.co/mp3-preview/ba8cce24d8a16606e3afd39d69523562d357703a?cid=044f973e13634ba3becdcb523d0f964f,swedish hardcore,0.395,0.721,0.507,0.000836
The Sun Was In My Eyes: Part Doom,Woods Of Ypres,spotify:track:6goVOxkBSiDqJytr9gZh9g,https://p.scdn.co/mp3-preview/0138f948023239550fffdc570a3e6ba976b58f86?cid=044f973e13634ba3becdcb523d0f964f,gothic doom,0.374,0.767,0.192,0.0289
You Should All Be Murdered,Another Sunny Day,spotify:track:3eS1455bVYxlkk1a2GVTaQ,https://p.scdn.co/mp3-preview/4dab20b7401bb417565e4778ab8cb37dd7a9962b?cid=044f973e13634ba3becdcb523d0f964f,c86,0.417,0.905,0.947,0.000113
Walking On Music - Full Length Album Mix,Peter Jacques Band,spotify:track:3NvqTEzeSyALEs6gE7CpWz,https://p.scdn.co/mp3-preview/44331d2245bf3626177f2655e0efd662ea0f20a1?cid=044f973e13634ba3becdcb523d0f964f,deep full on,0.706,0.886,0.643,0.00883
The last great auk - Síðsti gorfuglur,Stanley Samuelsen,spotify:track:4dqoDdD2augj8qTCtV8Htr,https://p.scdn.co/mp3-preview/46484db079106677f287f9aae487fbecd396eaba?cid=044f973e13634ba3becdcb523d0f964f,faroese folk,0.459,0.366,0.501,0.81
On My Shoulders - HEAD & SHOULDERS dub club reprise by M.A.N.D.Y. & Alexkid,The Dø,spotify:track:6YsejeTmtCCRSVRuWSyWmE,https://p.scdn.co/mp3-preview/5a36180b7364e65c218ac179f804bf5f0924b6ab?cid=044f973e13634ba3becdcb523d0f964f,french techno,0.572,0.436,0.109,0.217
"Deep Sleep Meditation: Relaxation, Recovery & Replenishment",Michael Sealey,spotify:track:2sr8v2aNZ7lZ8tV3eAR5qt,https://p.scdn.co/mp3-preview/98611ed92480a51ad259578773b58e5d429bb079?cid=044f973e13634ba3becdcb523d0f964f,guided meditation,0.258,0.00347,0.147,0.706
Saudade (e Jazz),Buscemi,spotify:track:3iaJeVxsj8TFbVBOIh52I9,https://p.scdn.co/mp3-preview/2fa37381283d257ccc5336342abdd2fbb622e2b2?cid=044f973e13634ba3becdcb523d0f964f,belgian jazz,0.79,0.489,0.38,0.133
A Kiss and a Vow,The Nitecaps,spotify:track:3q3Cnttx8jlzWx1eP0u8DS,https://p.scdn.co/mp3-preview/a9bde0fad3528e4f8b8d47a0c87e4dd5976cf1a1?cid=044f973e13634ba3becdcb523d0f964f,soda pop,0.201,0.417,0.37,0.907
Oceans (Where Feet May Fail),Hillsong UNITED,spotify:track:5g7I7henCbNx00PrFzun6T,,world,0.266,0.349,0.0593,0.499
Ask Me Anything - Suncatcher & Exolight Remix,Aurosonic,spotify:track:6Mxd7cT0NWWKVbmcm7jV0o,https://p.scdn.co/mp3-preview/deafc0b7f1ab65f115a6477c02f489eba527a6dc?cid=044f973e13634ba3becdcb523d0f964f,russian trance,0.43,0.91,0.229,0.0193
Puddles and Umbrellas,Nature Ambience,spotify:track:1cwCTKsJuh8SglsFHzaNJI,https://p.scdn.co/mp3-preview/2dda138a1647f0b31c3295971d38fc3171420a79?cid=044f973e13634ba3becdcb523d0f964f,environmental,0.128,0.421,0.0213,0.155
Ilahija: Otvoren Mejdan,Ensemble Nešidu-I-Huda,spotify:track:5B44ryTWtr4egxfNTJDAek,https://p.scdn.co/mp3-preview/1813b522770755cb651f298df882ca40668e0309?cid=044f973e13634ba3becdcb523d0f964f,sufi chant,0.551,0.178,0.488,0.781
De Una Vez,Selena Gomez,spotify:track:2esSEfBbIdCVYbph7fyPO6,,dance pop,0.653,0.478,0.0398,0.156
Get Up - Power House Mix,Luca Secco,spotify:track:03Oyswg9w74UfPdUOVgtGI,https://p.scdn.co/mp3-preview/452d586daa4809151be8c41a78832b3285e4cb4f?cid=044f973e13634ba3becdcb523d0f964f,german tech house,0.917,0.629,0.193,0.00217
"Freu dich, Erd und Sternenzelt",Rundfunk-Jugendchor Wernigerode,spotify:track:7sYCauYPGfCKdLu83Fox0Y,https://p.scdn.co/mp3-preview/78358d3ddf81cd9b3ebeddbebe593942a34b5861?cid=044f973e13634ba3becdcb523d0f964f,jugendchor,0.267,0.0843,0.458,0.973
I'm Not In Love,10cc,spotify:track:5HQEmiV2lKnSO6qa2fsR7x,,classic soundtrack,0.404,0.523,0.164,0.685
I'm Good,Joey Trap,spotify:track:6d976jKBtF6wvOI4GyFR5k,https://p.scdn.co/mp3-preview/ef9bfc07033699968d5add3537efcaf542e367bb?cid=044f973e13634ba3becdcb523d0f964f,viral trap,0.963,0.409,0.432,0.118
Guided Sleep Meditation for Insomnia,Lina Grace,spotify:track:3EZYw3T9vFH3jO7JZGkPsR,https://p.scdn.co/mp3-preview/c7d6fb550ae4e53dc3339ee3091454d923944b81?cid=044f973e13634ba3becdcb523d0f964f,hypnosis,0.4,0.0134,0.0746,0.638
Finally This Punk Rocker Is Taking Acid,Bacon Caravan Creek,spotify:track:3XTmbWKHFUVLEvhpcVK5I8,https://p.scdn.co/mp3-preview/12762a82525254dce68662263e445b9eefdb1bec?cid=044f973e13634ba3becdcb523d0f964f,belgian punk,0.328,0.722,0.396,0.0908
Zoio De Lula - Ao Vivo,Charlie Brown Jr.,spotify:track:5DNnHx5IU9Q4XmBMwFhVTT,,hard rock brasileiro,0.632,0.866,0.835,0.0556
En Una Cama Caliente,Banda Real De Jalisco,spotify:track:1ZOD7lU5YibE3ypXPHmoGj,https://p.scdn.co/mp3-preview/59aa84ef173daef97ca1c842d629aaec257a7bce?cid=044f973e13634ba3becdcb523d0f964f,banda caliente,0.591,0.543,0.965,0.611
Universe,Teebs,spotify:track:6pFsYKPltQ3O8Jg0ChL07a,https://p.scdn.co/mp3-preview/6b39aa43d87fa19b7168df48151d4b08cc66c940?cid=044f973e13634ba3becdcb523d0f964f,wonky,0.403,0.516,0.177,0.381
"A la Orilluca del Ebro, Pasaste por Mi Puerta, En la Plaza de Reinosa",Alodia Sánchez,spotify:track:6eaAxFFVfozV6zNpxE2XbD,https://p.scdn.co/mp3-preview/bde6eec8ac51e9480f9d2c12c8c13077697ca3a2?cid=044f973e13634ba3becdcb523d0f964f,folk cantabria,0.424,0.352,0.324,0.987
Acid River,Centaurus B,spotify:track:13v6FVfcgCamH9mK8tJJD9,https://p.scdn.co/mp3-preview/ffeed87fa2363ea5fc2d564579d7a9cc05ced341?cid=044f973e13634ba3becdcb523d0f964f,deep dnb,0.572,0.71,0.243,0.00111
"Rudolph, the Red-Nosed Reindeer / Santa Claus Is Comin' to Town (with Chimes & Brass Choir)",Eddie Layton,spotify:track:67fkpJaQuFDltLzauYX8fK,https://p.scdn.co/mp3-preview/0bcae6e80dabe99f918932c4bf53accdb2c81aa7?cid=044f973e13634ba3becdcb523d0f964f,hammond organ,0.629,0.347,0.772,0.984
Il barbiere di Siviglia: Largo al factotum,Gioachino Rossini,spotify:track:6x5W3i3RCmQtgI0zKq9DDc,https://p.scdn.co/mp3-preview/20fd1b13f49439307b9387084f1c5d725f37ca8a?cid=044f973e13634ba3becdcb523d0f964f,italian baritone,0.386,0.305,0.414,0.973
I Just Popped a Bean,Hi-C,spotify:track:7ERVTbKzEYhE9Ja4gjMPx0,https://p.scdn.co/mp3-preview/39c19f42488d55bb5b885268df28c716c5082fe8?cid=044f973e13634ba3becdcb523d0f964f,glitch pop,0.65,0.759,0.467,0.0172
I Reich,Kaos Urbano,spotify:track:3V1lALCJ0fVjDVwMntKsJd,https://p.scdn.co/mp3-preview/eb3c13fe981671734c6164ecf4a1cd95f780661a?cid=044f973e13634ba3becdcb523d0f964f,punk urbano,0.324,0.934,0.277,0.000199
Nosso Grito - Ao Vivo,Grupo Fundo De Quintal,spotify:track:6FJeOOTJQ3BBPPEUIB8lrs,https://p.scdn.co/mp3-preview/a4cf900e2b0feb4698f735368d8fb5d617beaa6f?cid=044f973e13634ba3becdcb523d0f964f,samba de roda,0.563,0.917,0.767,0.208
Racimito de Uva Negra,Conjunto Villa San Bernardo,spotify:track:2dVOcRZtpknuaZIsrCiVN6,https://p.scdn.co/mp3-preview/7cc50a065ad504f81e254b93a221fe097f7c7a0a?cid=044f973e13634ba3becdcb523d0f964f,folklore chileno,0.477,0.465,0.498,0.909
Dance With A Memory,Michael English,spotify:track:5VXn02v4zyoAwyuo5Onhrl,https://p.scdn.co/mp3-preview/46770fb92d55af563aed3a22838f31d5fa5e74e7?cid=044f973e13634ba3becdcb523d0f964f,irish dance,0.383,0.547,0.42,0.148
Uwese,JFC,spotify:track:5Sa44lUE8StSXqfKGlQ6Tl,https://p.scdn.co/mp3-preview/91e4549b31c39bd24020a46425823851b5e1b331?cid=044f973e13634ba3becdcb523d0f964f,future rock,0.581,0.92,0.624,0.0353
REDEVELOPMENT OF LOVE 2,YOOSANSEUL,spotify:track:5N1twcXVVLz0RCklDWpewA,https://p.scdn.co/mp3-preview/2a280dd4251a1ceeb2fa45b29e788eb56da2b8d5?cid=044f973e13634ba3becdcb523d0f964f,trot,0.669,0.806,0.683,0.427
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,spotify:track:7xVLFuuYdAvcTfcP3IG3dS,https://p.scdn.co/mp3-preview/0255172e91edc745416b611a7d77966c6fc9c6eb?cid=044f973e13634ba3becdcb523d0f964f,southern rock,0.841,0.733,0.284,0.0246
Days Of Future Past,Iron Maiden,spotify:track:2L42uB1e5wuanTTPEWVe64,https://p.scdn.co/mp3-preview/f3ad4a0add53ff7a650468d91358e6bd7615d577?cid=044f973e13634ba3becdcb523d0f964f,nwobhm,0.433,0.92,0.476,0.000576
Chanson sur ma drôle de vie - Remasterisé en 2008,Véronique Sanson,spotify:track:4lJKn6cDD3vpZrcg6oVTr1,https://p.scdn.co/mp3-preview/0c421442320719084df52f03883f77bdbeacf2d7?cid=044f973e13634ba3becdcb523d0f964f,cha cha cha,0.648,0.582,0.636,0.694
Uho Kufa Hay Uha Zainab Hay,Syed Raza Abbas Shah,spotify:track:6EvKQdBkx55H3RhWTPD9rt,https://p.scdn.co/mp3-preview/a92ef75a0796486c2c60711770193a9b618d8fb5?cid=044f973e13634ba3becdcb523d0f964f,nohay,0.325,0.62,0.324,0.699
Hae Kahan Ka Irada Sanam,Nusrat Fateh Ali Khan,spotify:track:1MV8azVvPKdlCowOg08zrp,https://p.scdn.co/mp3-preview/abdff707b9d423f154b3806e016e6d14456c2dab?cid=044f973e13634ba3becdcb523d0f964f,qawwali,0.459,0.334,0.371,0.88
I Have A Little Dreydl,Judy Caplan Ginsburgh,spotify:track:0Y7xRlWl8XyNsrwZe1sA1G,https://p.scdn.co/mp3-preview/3fa5fdf4851cc7a9a16d035218fec70ef147c5e4?cid=044f973e13634ba3becdcb523d0f964f,muzika l yeladim,0.742,0.369,0.972,0.779
Havana Cool Out - Reginald Omas Mamode IV Remix,Gilles Peterson's Havana Cultura Band,spotify:track:6g4USbMDYeQsqUnH7OvtIV,https://p.scdn.co/mp3-preview/cbd919a950f25cb7aca5e7dfad0b28facb00086e?cid=044f973e13634ba3becdcb523d0f964f,cuban rumba,0.721,0.352,0.824,0.302
Fiesta Mix 3.0 Cumbia Ranchera Copas y Cervezas: Ando de Borrachera / Me Bebí Tu Recuerdo / la Mesa del Rincón / Tenemos Sed,Los Charros De Lumaco,spotify:track:5lpFIYdOfQSVmeQBzZ4o2f,https://p.scdn.co/mp3-preview/83612c64991f72acac9239406a570228f69c84e3?cid=044f973e13634ba3becdcb523d0f964f,cumbia ranchera,0.524,0.684,0.826,0.0783
"Theodora, HWV 68: Angels Ever Bright and Fair",David Cizner,spotify:track:4OiHg05ostpcHnR3iAg6DN,https://p.scdn.co/mp3-preview/d6ef2fcf6eb6e0341e0f1be157909e93b83988fe?cid=044f973e13634ba3becdcb523d0f964f,boy soprano,0.231,0.0668,0.264,0.629
Faded Away (feat. Icona Pop),Sweater Beats,spotify:track:7rSvCVlW02INJfDHIWIc9W,https://p.scdn.co/mp3-preview/fc020aefaf741f2e5595e96c4ab7cfa05933c87e?cid=044f973e13634ba3becdcb523d0f964f,gauze pop,0.615,0.75,0.664,0.00917
You & Jennifer,bülow,spotify:track:3dW7TT6B3cWE6UeowWc6ZX,,indietronica,0.752,0.698,0.348,0.52
You Held the World In Your Arms,Idlewild,spotify:track:2QmOR7fJoYkH3vm4tEqvX6,https://p.scdn.co/mp3-preview/93767aea930bfe36bb365e49295718a25c93864d?cid=044f973e13634ba3becdcb523d0f964f,scottish indie rock,0.383,0.908,0.375,1.71e-05
